Munich,distance_to_Munich,Vienna,distance_to_Vienna,Milan,distance_to_Milan,Barcelona,distance_to_Barcelona,New York City,distance_to_New York City,Lisbon,distance_to_Lisbon,Berlin,distance_to_Berlin,Amsterdam,distance_to_Amsterdam,London,distance_to_London,Paris,distance_to_Paris,Moscow,distance_to_Moscow,Los Angeles,distance_to_Los Angeles,Rome,distance_to_Rome,Prague,distance_to_Prague,Cairo,distance_to_Cairo,Florence,distance_to_Florence,Sydney,distance_to_Sydney,Venice,distance_to_Venice,Frankfurt,distance_to_Frankfurt,Stockholm,distance_to_Stockholm,Dubai,distance_to_Dubai,Washington DC,distance_to_Washington DC,Las Vegas,distance_to_Las Vegas,San Francisco,distance_to_San Francisco,Hong Kong,distance_to_Hong Kong,Bangkok,distance_to_Bangkok,Singapore,distance_to_Singapore,Toronto,distance_to_Toronto,Athens,distance_to_Athens,Seoul,distance_to_Seoul,Vancouver,distance_to_Vancouver,Rio De Janeiro,distance_to_Rio De Janeiro,Montreal,distance_to_Montreal,Dublin,distance_to_Dublin,Budapest,distance_to_Budapest,Chicago,distance_to_Chicago,Miami,distance_to_Miami,Taipei,distance_to_Taipei,Lima,distance_to_Lima,Sofia,distance_to_Sofia,Orlando,distance_to_Orlando,Madrid,distance_to_Madrid,Warsaw,distance_to_Warsaw,Delhi,distance_to_Delhi,Mexico City,distance_to_Mexico City,Marseille,distance_to_Marseille,Heidelberg,distance_to_Heidelberg,Quebec City,distance_to_Quebec City,Boston,distance_to_Boston,Calgary,distance_to_Calgary,Quito,distance_to_Quito,Nuremberg,distance_to_Nuremberg,Tunis,distance_to_Tunis,Lagos,distance_to_Lagos,Casablanca,distance_to_Casablanca,Nairobi,distance_to_Nairobi,Marrakesh,distance_to_Marrakesh,Medellin,distance_to_Medellin,Buenos Aires,distance_to_Buenos Aires,Cartagena,distance_to_Cartagena,Bogota,distance_to_Bogota,Santiago,distance_to_Santiago,Kampala,distance_to_Kampala,Accra,distance_to_Accra,Palma de Mallorca,distance_to_Palma de Mallorca,Puerto Vallarta,distance_to_Puerto Vallarta,Asuncion,distance_to_Asuncion,Montevideo,distance_to_Montevideo,Caracas,distance_to_Caracas,Charleston,distance_to_Charleston,Seattle,distance_to_Seattle,Innsbruck,distance_to_Innsbruck,Bern,distance_to_Bern,Naples,distance_to_Naples,Kyoto,distance_to_Kyoto,Osaka,distance_to_Osaka,Verona,distance_to_Verona,Salzburg,distance_to_Salzburg,Copenhagen,distance_to_Copenhagen,Hamburg,distance_to_Hamburg,Nice,distance_to_Nice,Seville,distance_to_Seville,Turin,distance_to_Turin,Brussels,distance_to_Brussels,Melbourne,distance_to_Melbourne,Santa Fe,distance_to_Santa Fe,Denpasar,distance_to_Denpasar,Ho Chi Minh City,distance_to_Ho Chi Minh City,Jerusalem,distance_to_Jerusalem,Shenzhen,distance_to_Shenzhen,Jakarta,distance_to_Jakarta,Fortaleza,distance_to_Fortaleza,Genoa,distance_to_Genoa,Oslo,distance_to_Oslo,Saint Petersburg,distance_to_Saint Petersburg,Cologne,distance_to_Cologne,Gothenburg,distance_to_Gothenburg,York,distance_to_York,Tel Aviv,distance_to_Tel Aviv,Mumbai,distance_to_Mumbai,Memphis,distance_to_Memphis,Minneapolis,distance_to_Minneapolis,Pittsburgh,distance_to_Pittsburgh,Edinburgh,distance_to_Edinburgh,Krakow,distance_to_Krakow,Helsinki,distance_to_Helsinki,Glasgow,distance_to_Glasgow,Nantes,distance_to_Nantes,Bucharest,distance_to_Bucharest,Cardiff,distance_to_Cardiff,Reykjavik,distance_to_Reykjavik,Phuket City,distance_to_Phuket City,Manila,distance_to_Manila,Wroclaw,distance_to_Wroclaw,Bilbao,distance_to_Bilbao,Riga,distance_to_Riga,Rotterdam,distance_to_Rotterdam,Granada,distance_to_Granada,Ljubljana,distance_to_Ljubljana,Luxembourg City,distance_to_Luxembourg City,San Diego,distance_to_San Diego,Cancun,distance_to_Cancun,Kobe,distance_to_Kobe,Okinawa,distance_to_Okinawa,Phnom Penh,distance_to_Phnom Penh,Sao Paulo,distance_to_Sao Paulo,Honolulu,distance_to_Honolulu,Guangzhou,distance_to_Guangzhou,New Orleans,distance_to_New Orleans,Tallinn,distance_to_Tallinn,Vilnius,distance_to_Vilnius,Hiroshima,distance_to_Hiroshima,Cordoba,distance_to_Cordoba,Graz,distance_to_Graz,Leipzig,distance_to_Leipzig,Dusseldorf,distance_to_Dusseldorf,San Jose,distance_to_San Jose,Bologna,distance_to_Bologna,Victoria,distance_to_Victoria,Busan,distance_to_Busan
Munich,0,Vienna,0,Milan,0,Barcelona,0,New York City,0,Lisbon,0,Berlin,0,Amsterdam,0,London,0,Paris,0,Moscow,0,Los Angeles,0,Rome,0,Prague,0,Cairo,0,Florence,0,Sydney,0,Venice,0,Frankfurt,0,Stockholm,0,Dubai,0,Washington DC,0,Las Vegas,0,San Francisco,0,Hong Kong,0,Bangkok,0,Singapore,0,Toronto,0,Athens,0,Seoul,0,Vancouver,0,Rio De Janeiro,0,Montreal,0,Dublin,0,Budapest,0,Chicago,0,Miami,0,Taipei,0,Lima,0,Sofia,0,Orlando,0,Madrid,0,Warsaw,0,Delhi,0,Mexico City,0,Marseille,0,Heidelberg,0,Quebec City,0,Boston,0,Calgary,0,Quito,0,Nuremberg,0,Tunis,0,Lagos,0,Casablanca,0,Nairobi,0,Marrakesh,0,Medellin,0,Buenos Aires,0,Cartagena,0,Bogota,0,Santiago,0,Kampala,0,Accra,0,Palma de Mallorca,0,Puerto Vallarta,0,Asuncion,0,Montevideo,0,Caracas,0,Charleston,0,Seattle,0,Innsbruck,0,Bern,0,Naples,0,Kyoto,0,Osaka,0,Verona,0,Salzburg,0,Copenhagen,0,Hamburg,0,Nice,0,Seville,0,Turin,0,Brussels,0,Melbourne,0,Santa Fe,0,Denpasar,0,Ho Chi Minh City,0,Jerusalem,0,Shenzhen,0,Jakarta,0,Fortaleza,0,Genoa,0,Oslo,0,Saint Petersburg,0,Cologne,0,Gothenburg,0,York,0,Tel Aviv,0,Mumbai,0,Memphis,0,Minneapolis,0,Pittsburgh,0,Edinburgh,0,Krakow,0,Helsinki,0,Glasgow,0,Nantes,0,Bucharest,0,Cardiff,0,Reykjavik,0,Phuket City,0,Manila,0,Wroclaw,0,Bilbao,0,Riga,0,Rotterdam,0,Granada,0,Ljubljana,0,Luxembourg City,0,San Diego,0,Cancun,0,Kobe,0,Okinawa,0,Phnom Penh,0,Sao Paulo,0,Honolulu,0,Guangzhou,0,New Orleans,0,Tallinn,0,Vilnius,0,Hiroshima,0,Cordoba,0,Graz,0,Leipzig,0,Dusseldorf,0,San Jose,0,Bologna,0,Victoria,0,Busan,0
Nuremberg,0.200843765702875,Munich,0.233055295907003,Florence,0.216656507777259,Bilbao,0.238108124329795,San Francisco,0.22963542466703,Bologna,0.189821513694513,Budapest,0.214154136081081,Nuremberg,0.224422284814952,Lisbon,0.233941280204705,Bologna,0.258036789482601,Saint Petersburg,0.172100130060441,San Francisco,0.23411782694543,Florence,0.218274642906107,Tallinn,0.195828425901544,Palma de Mallorca,0.229780882173719,Milan,0.216656507777259,San Francisco,0.281504086142916,Lisbon,0.233396291277982,Prague,0.232576718506499,Nuremberg,0.229965351578866,Bangkok,0.266054347127543,Bologna,0.270984214691823,Orlando,0.306916305315985,San Diego,0.213911118558119,Mumbai,0.283788568825454,Guangzhou,0.206961112143436,Mumbai,0.19679983428847,Memphis,0.211643892969696,Naples,0.230788221793268,Tallinn,0.322461481412835,Montreal,0.212800505263315,Santiago,0.250552930162481,Ljubljana,0.210173251065801,Edinburgh,0.225829443298634,Ljubljana,0.182148595690309,New York City,0.25317011821247,San Diego,0.24261741300734,Shenzhen,0.278495913889367,Montevideo,0.209142519635617,Riga,0.201392873311793,Guangzhou,0.278497672717702,Seville,0.232860372927643,Saint Petersburg,0.238957992835132,Singapore,0.243075618649973,Madrid,0.278346661263473,Bilbao,0.217498377630031,Naples,0.215602455856516,Bucharest,0.264555290149801,Memphis,0.254873258025446,San Diego,0.233884918969356,Santiago,0.253137597341556,Budapest,0.199846261168708,Heidelberg,0.255595232575704,Fortaleza,0.309271495474166,Palma de Mallorca,0.258332741798113,Kampala,0.272896486377329,Cairo,0.285853785968932,Cartagena,0.237154419432186,Naples,0.25196662940326,Manila,0.212851792026226,Santiago,0.236984108532292,Bogota,0.236984108532292,Nairobi,0.272896486377329,Tel Aviv,0.261159438990282,Bologna,0.20930505944692,Cartagena,0.28175032486515,Cancun,0.349968287260264,Lima,0.209142519635617,Santiago,0.254061689111594,Boston,0.260220452102325,Montreal,0.250995906747097,Sofia,0.253511436465197,Ljubljana,0.268679459167481,Bologna,0.193041884985145,Hiroshima,0.241245284254667,Guangzhou,0.214763762509978,Naples,0.227681023242769,Sofia,0.2350631569062,Lisbon,0.224277121220005,Rotterdam,0.182309143789675,Naples,0.212309326499275,Lisbon,0.230061237923551,Bologna,0.184115661919099,Amsterdam,0.231361121318353,San Francisco,0.249561339921898,Sofia,0.294377612336845,Bangkok,0.27159109208961,Guangzhou,0.2195319259936,Cairo,0.260471816086818,Guangzhou,0.184079430059904,Bangkok,0.232251122253056,San Diego,0.231225095721704,Turin,0.202656621115716,Stockholm,0.293971981842289,Moscow,0.172100130060441,Nuremberg,0.213600030096178,Ljubljana,0.22655932703931,Bologna,0.251882090946737,Budapest,0.247396495157832,Singapore,0.19679983428847,Toronto,0.211643892969696,Montreal,0.23337587162657,Las Vegas,0.354550217942113,Dublin,0.225829443298634,Ljubljana,0.217026610241732,Stockholm,0.236247299514111,Edinburgh,0.241116249047964,Bologna,0.213911158823805,Luxembourg City,0.211050724854305,Gothenburg,0.265671176284168,Helsinki,0.267243983722873,Singapore,0.248876401460479,Cartagena,0.212851792026226,Budapest,0.194371900592312,Lisbon,0.198131945896578,Ljubljana,0.179915385234894,Hamburg,0.182309143789675,Palma de Mallorca,0.254611628315779,Riga,0.179915385234894,Ljubljana,0.180456850306981,San Francisco,0.213911118558119,Lima,0.283855862538046,Taipei,0.292579911585907,Osaka,0.233094227223958,Bangkok,0.226391846016384,Cologne,0.229833693905479,San Diego,0.285203574109907,Shenzhen,0.184079430059904,Memphis,0.217203478070017,Luxembourg City,0.183925519441661,Ljubljana,0.260307794948766,Kyoto,0.241245284254667,Seville,0.2326524252096,Bologna,0.239373265746509,Bucharest,0.223280528050399,Vilnius,0.281135014940594,Sofia,0.233726536355028,Turin,0.184115661919099,San Francisco,0.247938395236877,Osaka,0.259344548336949
Tallinn,0.206857659646932,Budapest,0.237466688966312,Bologna,0.218270322505086,Marseille,0.262057336883286,Hamburg,0.235452000183123,Bilbao,0.198131945896578,Riga,0.217818075115169,Brussels,0.231361121318353,Bologna,0.240941894133025,Naples,0.26061359033607,Riga,0.210622532408841,Cologne,0.248310454217558,Lisbon,0.238227939420441,Lisbon,0.210668441809694,Sofia,0.235438082185438,Rome,0.218274642906107,San Diego,0.285819585517043,Marseille,0.24747983535045,Berlin,0.236016095412326,Tallinn,0.231151439785236,Singapore,0.278387260483855,Moscow,0.27813864490653,San Jose,0.307030509630766,Palma de Mallorca,0.226262761759995,Phuket City,0.300670583434511,Sofia,0.212456960206692,Guangzhou,0.210786443147795,Montreal,0.218541262687107,Cairo,0.247756193802898,Prague,0.32809440489179,San Francisco,0.23921114368955,Los Angeles,0.279387806481736,Vancouver,0.212800505263315,Glasgow,0.263382009231784,Wroclaw,0.194371900592312,Osaka,0.269667267967087,Fortaleza,0.250503976040611,Kobe,0.292579911585907,Naples,0.217952528274921,Ljubljana,0.203391145960493,Montreal,0.292006529734707,Lisbon,0.237742848369724,Tallinn,0.257949977625117,Cairo,0.247547746294809,Manila,0.279448870735831,Sofia,0.220169283930282,Ljubljana,0.221768714823653,Lisbon,0.285207171445713,Nuremberg,0.258241964209264,San Francisco,0.241138992364088,Montevideo,0.271769277000928,Munich,0.200843765702875,Guangzhou,0.265663151023148,Kampala,0.326192671630725,Cartagena,0.261356213341582,Bangkok,0.289988355982658,Palma de Mallorca,0.286010567745655,Toronto,0.242517744366271,Cartagena,0.255557947334721,Montevideo,0.218394000573538,Montevideo,0.249609092382652,Lima,0.245711235043386,Jakarta,0.295078006367326,Cartagena,0.262441767150963,Bilbao,0.211640836675202,San Diego,0.284970864199123,Bologna,0.370655124992755,Cartagena,0.218394000573538,Quito,0.275982698730265,San Francisco,0.270171084087374,Toronto,0.262095256241841,Lisbon,0.289899146973731,Edinburgh,0.27963908659162,Nice,0.212309326499275,Osaka,0.257777975586154,Ljubljana,0.224772548227665,Budapest,0.237229340937436,Riga,0.24184386520704,Riga,0.233360556133706,Luxembourg City,0.235175350227725,Bologna,0.227031960954544,Cordoba,0.2326524252096,Genoa,0.202656621115716,Munich,0.257001154320855,New Orleans,0.278685592842671,Turin,0.299055932029245,Singapore,0.284711454406785,Bangkok,0.225026728970494,Sofia,0.261822488318543,Osaka,0.241527442242184,Manila,0.233549988988189,San Francisco,0.234346957506219,Rotterdam,0.243665650739777,Copenhagen,0.307568596959006,Warsaw,0.238957992835132,Naples,0.220142389114709,Stockholm,0.242078712549783,Nuremberg,0.261763259390286,Amsterdam,0.248761839208622,Bangkok,0.22577150629463,New Orleans,0.217203478070017,Sofia,0.238840448345523,Boston,0.359721989114066,Glasgow,0.241116249047964,Bologna,0.231055435097953,Tallinn,0.2547228447319,Bologna,0.248493985360487,Ljubljana,0.235064237342962,Sofia,0.21160953206019,Nuremberg,0.274718430664673,Stockholm,0.272785179587638,Bangkok,0.259289469736052,Palma de Mallorca,0.232185785262814,Ljubljana,0.207949680693075,Bologna,0.206698488281192,Luxembourg City,0.198411854369977,Luxembourg City,0.216610828904557,Bologna,0.275828448624799,Luxembourg City,0.180456850306981,Tallinn,0.183925519441661,Fortaleza,0.231225095721704,Cartagena,0.284118327077953,San Jose,0.30070077789619,Fortaleza,0.294318890677035,Ho Chi Minh City,0.248050247197207,Ljubljana,0.249832357875414,Los Angeles,0.298680127535475,Bangkok,0.206961112143436,Montreal,0.252838856862443,Prague,0.195828425901544,Budapest,0.263099824860276,Osaka,0.270017636608087,Lisbon,0.240728206121212,Nice,0.239931747342797,Hamburg,0.26691038031953,Budapest,0.296679813020658,Guangzhou,0.248523379622528,Lisbon,0.189821513694513,Calgary,0.272088477612622,Fortaleza,0.273407237347933
Bologna,0.225262881778105,Berlin,0.249419594242565,Turin,0.235355537100707,Palma de Mallorca,0.272219570223702,Osaka,0.251134319728688,Prague,0.210668441809694,Nuremberg,0.223261057654844,Munich,0.246012276370995,Copenhagen,0.244321524078615,Lisbon,0.267176672121254,Bologna,0.21179001757756,Toronto,0.255131428365569,Verona,0.238691414614832,Ljubljana,0.223889342137939,Manila,0.240190293085188,Bologna,0.243937584951185,Palma de Mallorca,0.290970365245323,Florence,0.256004284184221,Budapest,0.240276657327255,Helsinki,0.236247299514111,Rotterdam,0.280061822949927,Lisbon,0.279126607918167,Bologna,0.311505013081379,Singapore,0.226722781005849,Singapore,0.303186184668693,Singapore,0.216708164404589,Bangkok,0.216708164404589,Ljubljana,0.229845521509709,Bologna,0.256485080571955,Osaka,0.329109605651016,Toronto,0.241056976569192,San Diego,0.285235109690424,Sofia,0.216567777699977,Nuremberg,0.265947013423756,Nuremberg,0.199846261168708,Memphis,0.272270175057449,Los Angeles,0.263017146150359,San Jose,0.304337846033196,Cartagena,0.223908935363438,Bologna,0.205985401787834,Singapore,0.301083494662664,Wroclaw,0.250872826699306,Bologna,0.258645791797266,Bangkok,0.25364659635564,Santiago,0.280641118060227,Riga,0.236884236499864,Guangzhou,0.228887109462562,Marseille,0.301052576024667,New Orleans,0.25833414401271,Toronto,0.241567338745927,Caracas,0.275982698730265,Bologna,0.20613510612546,Krakow,0.269900492439478,Dubai,0.329187599779039,Tel Aviv,0.275343540242173,Accra,0.299669165885938,Cordoba,0.294435790114644,Bilbao,0.246566984663989,Lima,0.258888018973756,Lima,0.223908935363438,Lima,0.255769576485048,Nice,0.249659669860432,Accra,0.304654877106838,Montevideo,0.266048162325024,San Francisco,0.226262761759995,Fortaleza,0.285555283643134,Nantes,0.379185673175697,Bologna,0.227985390824011,Lisbon,0.277366653259956,Copenhagen,0.270335961084323,Miami,0.268768958812922,Moscow,0.296179064667629,Sofia,0.284096843438457,Sofia,0.212806476451615,San Francisco,0.264935683242131,Cologne,0.228639694435313,Rome,0.238691414614832,Turin,0.245644421615959,Saint Petersburg,0.24119213094503,New York City,0.235452000183123,Cologne,0.233606868729956,Madrid,0.232860372927643,Riga,0.21149016550452,Nuremberg,0.267285240841329,Singapore,0.28119575651831,San Diego,0.302214488306949,Jakarta,0.295107924710036,Phnom Penh,0.248050247197207,Naples,0.27723299191305,Ho Chi Minh City,0.261991320933309,Singapore,0.248525615096774,Singapore,0.245453860810017,Bologna,0.250960221968858,Reykjavik,0.314484413064038,Copenhagen,0.24119213094503,Bologna,0.220672905871013,Tallinn,0.246365798572288,Palma de Mallorca,0.282675792162592,Krakow,0.250121136887185,San Francisco,0.229014518756854,Heidelberg,0.229282185679153,Hamburg,0.250780344791573,San Diego,0.361863740831331,Bologna,0.243557589556631,Naples,0.234221534743813,Lisbon,0.264049975991327,Bilbao,0.256850641676638,Nuremberg,0.240942848092208,Riga,0.213553230180877,Cologne,0.277384862178121,Tallinn,0.299989191954053,Ho Chi Minh City,0.26999008138549,Jakarta,0.233549988988189,Luxembourg City,0.211160498614672,Ljubljana,0.207561145677992,Sofia,0.201392873311793,Ljubljana,0.225225725861052,Seville,0.285940601617264,Budapest,0.182148595690309,Riga,0.198411854369977,Palma de Mallorca,0.231517239793361,Puerto Vallarta,0.293086359885418,Shenzhen,0.310956848149205,Jakarta,0.299515060441599,Naples,0.261221516086993,Medellin,0.249974256994293,San Francisco,0.30887020793241,Singapore,0.210786443147795,Boston,0.25833414401271,Budapest,0.200116475104164,Guangzhou,0.265594349384626,San Francisco,0.302853622531732,Verona,0.253622734467292,Turin,0.246471159257531,Berlin,0.276521387080091,Berlin,0.318896228939964,Osaka,0.248940369945329,Naples,0.193041884985145,Boston,0.2823177396782,Singapore,0.279150327194709
Vienna,0.233055295907003,Nuremberg,0.249541726272146,Naples,0.251943413810791,Ljubljana,0.275585194778953,Rotterdam,0.252335422726096,Riga,0.218310616048577,Bologna,0.23597376576615,Tel Aviv,0.248761839208622,Bangkok,0.262024703679254,Prague,0.279613590877899,Tallinn,0.213471810538574,San Diego,0.25527450978561,Venice,0.261166923037902,Bilbao,0.225077949608891,Riga,0.24571055985185,Verona,0.247931029259962,Toronto,0.299556003762204,Bologna,0.257225724130157,Riga,0.243028678532265,Riga,0.241856253504768,Jakarta,0.282358489843821,Saint Petersburg,0.279872006920715,San Diego,0.313382461220606,Mumbai,0.229014518756854,Bangkok,0.314851904576879,Bologna,0.21727351067947,San Francisco,0.226722781005849,Vancouver,0.241056976569192,Cartagena,0.260996969393926,Guangzhou,0.329887541400427,Seattle,0.277298194344735,Buenos Aires,0.285978149724744,Toronto,0.218541262687107,Bilbao,0.268875644959747,Tallinn,0.200116475104164,Sao Paulo,0.274567032858905,San Francisco,0.263516613655795,Minneapolis,0.311705565999855,Heidelberg,0.230987305772094,Bucharest,0.21160953206019,Dubai,0.301539251395406,Bilbao,0.251970490259398,Riga,0.259272692429545,Turin,0.260128957139481,Montevideo,0.280775044594588,Nice,0.23772558575844,Memphis,0.229282185679153,Riga,0.301159286827312,Bologna,0.259334286802821,Hamburg,0.245937010434098,Manila,0.276627836246818,Cologne,0.213600030096178,Luxembourg City,0.271626772664947,Mumbai,0.330652072449859,Budapest,0.279510158350438,Jakarta,0.303971372305804,Madrid,0.310635627935346,Sao Paulo,0.249974256994293,Seville,0.263220301340017,Palma de Mallorca,0.227283487351972,Cartagena,0.259249067435603,Rio De Janeiro,0.250552930162481,Cairo,0.319576044349907,Singapore,0.281286512937619,Naples,0.22711648154011,Nice,0.288475131088429,Riga,0.380814643409058,Lisbon,0.235805937018087,Medellin,0.280715486983573,Montevideo,0.272744824933572,Memphis,0.271708439227593,Barcelona,0.30053834426551,Minneapolis,0.288767771271026,Heidelberg,0.215602455856516,Bangkok,0.273517051907822,Okinawa,0.233094227223958,Riga,0.246619466888263,Bologna,0.245988984849692,London,0.244321524078615,San Francisco,0.238608895701902,Ljubljana,0.234586603401297,Prague,0.243346618253351,Sofia,0.220503556117253,Bilbao,0.271746223270406,Memphis,0.283383164335803,Calgary,0.309637899440156,Mumbai,0.299571979464476,Shenzhen,0.261991320933309,Lisbon,0.277595730857555,Fortaleza,0.262964942703293,Ljubljana,0.248891026083178,Rotterdam,0.246022074406849,Naples,0.252738795478222,Nuremberg,0.316153980557815,Bologna,0.241992214679105,Ljubljana,0.222625695178206,Luxembourg City,0.246709541346244,Frankfurt,0.285383698273307,Berlin,0.253743596831369,Naples,0.229529663627425,Hamburg,0.245311048136641,Toronto,0.254152188377632,Jakarta,0.363727743336223,Sofia,0.245434080370936,Palma de Mallorca,0.236205670551248,Riga,0.26662914637399,Dublin,0.263382009231784,Nice,0.241000458770219,Budapest,0.21804305009257,Bologna,0.278692643555954,Palma de Mallorca,0.304434585908797,Sofia,0.27801906908014,Cairo,0.240190293085188,Bologna,0.228446572120489,Palma de Mallorca,0.211640836675202,Bologna,0.201910953931429,Bologna,0.227764038326856,Lisbon,0.289427830616256,Bologna,0.193738938054096,Bucharest,0.211050724854305,Calgary,0.233884918969356,San Diego,0.294618285591054,Busan,0.321641901491426,Busan,0.307717009378049,Guangzhou,0.263847813689498,Toronto,0.25108867822064,Rio De Janeiro,0.310148302524796,Osaka,0.214763762509978,San Francisco,0.259097569285525,Riga,0.2026195305182,Montreal,0.272811365158327,San Jose,0.311670819456777,Madrid,0.262539950386941,Cologne,0.246783799090916,Budapest,0.27910492969249,Prague,0.324487509645665,Bucharest,0.253039899101232,Ljubljana,0.193738938054096,Edinburgh,0.282513792021792,Guangzhou,0.281290457317053
Moscow,0.23949065824394,Tallinn,0.269533951553399,Nice,0.266559690035526,Santiago,0.276363208332626,Chicago,0.25317011821247,Copenhagen,0.224277121220005,Frankfurt,0.236016095412326,Bilbao,0.248884227135975,Glasgow,0.264644263357692,Cologne,0.28666504927342,Sofia,0.219656175553669,New York City,0.258000836796437,Bologna,0.264245561383712,Budapest,0.229487725449161,Bologna,0.246217851740453,Naples,0.253853681059903,Gothenburg,0.306325720037189,Bilbao,0.259992597299823,Bologna,0.243907007832536,Gothenburg,0.242078712549783,Hamburg,0.283942264661855,Berlin,0.280931494050591,Gothenburg,0.31662634001631,New York City,0.22963542466703,Busan,0.318427589383925,Ho Chi Minh City,0.225026728970494,Lisbon,0.231535454075229,Calgary,0.241567338745927,Verona,0.263906081702226,Bucharest,0.334913207089038,Calgary,0.278537130441029,Marseille,0.286835009511109,Bologna,0.22393162573442,Bologna,0.269539252959542,Bologna,0.212354169775233,Los Angeles,0.276829666582822,Seattle,0.268768958812922,Sofia,0.313457140490548,Ljubljana,0.24197203898006,Bangkok,0.212456960206692,San Diego,0.304013707416995,Bologna,0.253394820310772,Prague,0.264422324199709,Mumbai,0.264612791842032,Cairo,0.285311052163978,Bologna,0.240176536653362,Lima,0.230987305772094,Nantes,0.303405623040842,Charleston,0.260220452102325,Montreal,0.248849058407356,Bogota,0.277803927185805,Tallinn,0.217608019225161,Bologna,0.272885684565754,Ljubljana,0.331014913191943,Rotterdam,0.280817638629779,Sofia,0.30830825180817,Tunis,0.312689795172598,Gothenburg,0.250427878055715,Santiago,0.26458719518598,Naples,0.231808498909108,Jakarta,0.265334638309887,Manila,0.251605216201534,Guangzhou,0.322042862278195,Bangkok,0.290539173053276,Cartagena,0.227283487351972,Cancun,0.293086359885418,Buenos Aires,0.381342311405139,Riga,0.238408160209012,Ljubljana,0.283630648377999,Cartagena,0.284360305470379,Los Angeles,0.274483712458951,Salzburg,0.306876589953537,Prague,0.290589863022293,Lima,0.217952528274921,Singapore,0.27701694713679,San Francisco,0.233892535315535,Florence,0.247931029259962,Lisbon,0.254729621760441,Bologna,0.252893049969703,Memphis,0.245311048136641,Marseille,0.23772558575844,Palma de Mallorca,0.244528733714226,Nuremberg,0.232595543752748,Turin,0.272147358186295,San Diego,0.288790413780608,Budapest,0.309727814050952,Cartagena,0.311689560309568,Sofia,0.264807053528217,Guangzhou,0.278953874849308,Rotterdam,0.265706893788929,Palma de Mallorca,0.250560882203579,Palma de Mallorca,0.249684419010522,Mumbai,0.253968354224964,Helsinki,0.322348618186927,Naples,0.242415039901615,Lisbon,0.228251996532311,Munich,0.24970638978827,Naples,0.286045929274842,Ljubljana,0.255245328995001,Palma de Mallorca,0.235285725276963,San Francisco,0.245873828639414,Ljubljana,0.25509019988416,Singapore,0.369162439354846,Prague,0.247093314409455,Cologne,0.237179775183535,Jakarta,0.267026156800421,Palma de Mallorca,0.263449667879292,Manila,0.24782366017202,Bologna,0.221906329829546,Munich,0.282175102401786,Tel Aviv,0.307225967010256,Guangzhou,0.280129246365867,Sofia,0.240938589288234,Tallinn,0.236613870516375,Riga,0.213969750867466,Tallinn,0.2026195305182,Guangzhou,0.228650651787873,Cordoba,0.289561411378278,Sofia,0.203391145960493,Wroclaw,0.211160498614672,Miami,0.24261741300734,Mexico City,0.307029732706963,San Francisco,0.342464974763425,Rotterdam,0.32246290428218,Manila,0.277538086736117,Bilbao,0.254401776675043,Tel Aviv,0.311509192108555,Ho Chi Minh City,0.2195319259936,Wroclaw,0.259127956946812,Ljubljana,0.206473853155315,Riga,0.272889693544508,Prague,0.314123228791287,Palma de Mallorca,0.26772144234479,Riga,0.251125927969082,Tel Aviv,0.284638526977411,Graz,0.327996077943769,Shenzhen,0.269249735205471,Riga,0.201910953931429,Palma de Mallorca,0.293957167612957,Prague,0.303947360722636
