r,leisure:leisure,natural:water_related,tourism:tourism,amenity:sustenance,building:religious,building:sports,natural:vegetation_or_surface_related,sport:sport,shop:art/music/hobbies,shop:outdoors_and_sport/vehicles,historic:historic,natural:landform_related,amenity:entertainment/arts_and_culture,waterway:natural_watercourses,venue_count,area,value
1,0.729999999999999,0.170000000000001,0.49999999999999,0.959999999999999,0.53999999999999,0.750000000000016,0.270000000000003,0.980000000000002,0.260000000000004,0.909999999999992,0.51999999999999,0.14,0.690000000000006,0.469999999999993,0.67,0.19,490.329545454545
