r,nomad_score,cost,fun,life_quality,air_quality,healthcare,happiness,nightlife,value
1,0.200000000000032,0.600000000000032,0.210000000000026,0.580000000000006,0.620000000000014,0.209999999999995,0.75000000000001,0.340000000000012,426.272727272727
